Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,is_job_hopper,abs_raise,manager_share,dissatisfaction_score,burnout_risk,distance_x_overtime,life_stage
45,0,Travel_Frequently,1249.0,Research & Development,7.0,3.0,Life Sciences,1.0,Male,97.0,3.0,3.0,,1.0,Divorced,20308.0,1.0,No,18.0,3.0,1.0,1.0,24.0,2.0,3.0,24.0,9.0,,11.0,0,,0.4583333333333333,14.0,0,0.0,Senior
31,0,Travel_Rarely,192.0,Research & Development,2.0,4.0,Life Sciences,3.0,Male,32.0,3.0,1.0,Research Scientist,4.0,Divorced,7747.0,0.0,Yes,18.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0,48510.0,1.0,10.0,1,2.0,Mid_Career_Family
33,0,Travel_Frequently,553.0,Research & Development,5.0,4.0,Life Sciences,,Female,74.0,3.0,3.0,Manager,2.0,Married,23364.0,6.0,No,11.0,3.0,2.0,2.0,12.0,2.0,3.0,10.0,6.0,8.0,8.0,1,130658.0,0.8,8.0,0,0.0,Mid_Career_Family
39,0,Travel_Rarely,117.0,Research & Development,10.0,1.0,Medical,3.0,Male,99.0,3.0,4.0,Manager,1.0,Married,5355.0,1.0,Yes,14.0,3.0,4.0,0.0,21.0,3.0,3.0,21.0,9.0,11.0,10.0,0,238952.0,0.47619047619047616,9.0,1,10.0,Mid_Career_Family
43,0,Travel_Frequently,185.0,Research & Development,10.0,4.0,Life Sciences,3.0,Female,33.0,3.0,1.0,Laboratory Technician,4.0,Single,10675.0,0.0,No,19.0,3.0,1.0,0.0,9.0,5.0,3.0,,7.0,1.0,7.0,0,46645.0,,9.0,0,0.0,Other
49,0,Travel_Rarely,1091.0,Research & Development,1.0,2.0,Technical Degree,3.0,Female,90.0,2.0,4.0,Healthcare Representative,3.0,Single,17810.0,7.0,Yes,12.0,3.0,4.0,,25.0,2.0,3.0,7.0,1.0,0.0,7.0,0,167568.0,1.0,7.0,0,1.0,Senior
52,1,Travel_Rarely,723.0,Research & Development,8.0,4.0,Medical,3.0,Male,85.0,2.0,2.0,Research Scientist,2.0,Married,17747.0,2.0,No,15.0,3.0,1.0,0.0,11.0,3.0,2.0,8.0,2.0,7.0,7.0,0,74115.0,0.875,12.0,0,0.0,Senior
27,0,Travel_Rarely,1220.0,Research & Development,5.0,3.0,Life Sciences,3.0,Female,85.0,3.0,,Research Scientist,2.0,Single,20938.0,1.0,Yes,12.0,3.0,2.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,0,29736.0,0.5,11.0,1,5.0,Young_Single
32,0,Travel_Rarely,588.0,Sales,8.0,2.0,Technical Degree,3.0,Female,65.0,2.0,2.0,Sales Executive,2.0,Married,24624.0,1.0,Yes,11.0,3.0,4.0,0.0,13.0,2.0,3.0,13.0,12.0,11.0,9.0,0,57508.0,0.6923076923076923,8.0,0,8.0,Mid_Career_Family
27,0,Travel_Rarely,1377.0,Sales,2.0,3.0,Life Sciences,4.0,Male,,3.0,2.0,Sales Executive,3.0,Single,5242.0,1.0,,11.0,3.0,1.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,0,49258.0,0.8,9.0,0,0.0,Young_Single
31,0,Travel_Rarely,691.0,Sales,7.0,3.0,Marketing,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Divorced,7143.0,4.0,No,12.0,3.0,4.0,3.0,13.0,3.0,3.0,7.0,7.0,1.0,7.0,1,90564.0,1.0,5.0,0,0.0,Mid_Career_Family
32,0,Travel_Rarely,1018.0,Research & Development,2.0,4.0,Medical,1.0,Female,74.0,4.0,2.0,Research Scientist,4.0,Single,10557.0,7.0,No,16.0,3.0,3.0,0.0,10.0,0.0,2.0,7.0,7.0,0.0,7.0,1,80880.0,1.0,10.0,0,0.0,Other
28,1,Travel_Rarely,1157.0,Research & Development,2.0,4.0,Medical,1.0,Male,84.0,1.0,1.0,Research Scientist,4.0,Married,24737.0,5.0,Yes,13.0,3.0,,0.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,1,,0.6666666666666666,8.0,0,2.0,Other
30,0,Travel_Rarely,1275.0,Research & Development,28.0,2.0,Medical,4.0,Female,64.0,3.0,2.0,Research Scientist,4.0,Married,11934.0,1.0,No,13.0,3.0,4.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,0,75075.0,0.9,5.0,0,0.0,Mid_Career_Family
31,0,Travel_Frequently,798.0,,7.0,2.0,Life Sciences,3.0,Female,48.0,2.0,3.0,Manufacturing Director,3.0,Married,14034.0,1.0,No,24.0,4.0,1.0,1.0,10.0,2.0,3.0,10.0,9.0,8.0,9.0,0,214632.0,0.9,10.0,0,0.0,Mid_Career_Family
39,0,Travel_Frequently,672.0,Research & Development,7.0,2.0,Medical,3.0,Male,54.0,2.0,,Manager,4.0,Married,21141.0,1.0,No,15.0,3.0,1.0,1.0,21.0,2.0,,21.0,9.0,13.0,3.0,0,289080.0,0.14285714285714285,7.0,0,0.0,Mid_Career_Family
39,1,Travel_Rarely,1162.0,Sales,3.0,2.0,Medical,4.0,Female,41.0,3.0,2.0,Sales Executive,3.0,Married,17778.0,4.0,Yes,18.0,3.0,1.0,0.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,1,94284.0,0.0,10.0,1,3.0,Mid_Career_Family
33,0,Travel_Frequently,508.0,Sales,10.0,3.0,Marketing,2.0,Male,46.0,2.0,2.0,Sales Executive,4.0,Single,4317.0,3.0,No,14.0,3.0,3.0,0.0,9.0,6.0,2.0,7.0,7.0,0.0,1.0,0,65548.0,0.14285714285714285,9.0,0,0.0,Other
47,0,Travel_Rarely,1482.0,Research & Development,5.0,5.0,Life Sciences,4.0,Male,42.0,3.0,5.0,Research Director,3.0,Married,16375.0,4.0,No,11.0,3.0,2.0,1.0,21.0,2.0,3.0,3.0,2.0,1.0,1.0,0,201300.0,0.3333333333333333,8.0,0,0.0,Senior
43,0,Travel_Frequently,559.0,Research & Development,10.0,4.0,Life Sciences,3.0,Female,82.0,2.0,2.0,Laboratory Technician,3.0,Divorced,6227.0,1.0,No,11.0,3.0,2.0,1.0,9.0,3.0,4.0,9.0,7.0,0.0,0.0,0,57827.0,0.0,8.0,0,0.0,Mid_Career_Family
27,0,Non-Travel,210.0,Sales,1.0,1.0,,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,22107.0,0.0,,13.0,3.0,4.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,0,82537.0,0.8,8.0,0,0.0,Other
54,0,Travel_Frequently,928.0,Research & Development,20.0,4.0,Life Sciences,4.0,Female,31.0,3.0,2.0,Research Scientist,3.0,Single,16885.0,3.0,No,12.0,3.0,4.0,0.0,20.0,4.0,2.0,4.0,3.0,0.0,3.0,0,58428.0,0.75,7.0,0,0.0,Senior
43,0,Travel_Rarely,1001.0,Research & Development,7.0,3.0,Life Sciences,3.0,Female,43.0,3.0,3.0,Healthcare Representative,1.0,Married,9262.0,8.0,No,16.0,3.0,1.0,1.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,1,159760.0,0.0,13.0,0,0.0,Mid_Career_Family
45,0,Travel_Rarely,549.0,Research & Development,8.0,4.0,Other,4.0,,75.0,3.0,2.0,Research Scientist,4.0,Married,,9.0,No,14.0,3.0,1.0,2.0,12.0,3.0,3.0,10.0,9.0,9.0,8.0,1,51758.0,0.8,8.0,0,0.0,Senior
40,0,Travel_Rarely,1124.0,Sales,1.0,2.0,Medical,2.0,Male,57.0,1.0,2.0,Sales Executive,4.0,Married,13273.0,2.0,Yes,22.0,4.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,0.0,2.0,0,164054.0,0.5,9.0,1,1.0,Mid_Career_Family
29,1,Travel_Rarely,318.0,Research & Development,8.0,4.0,Other,2.0,Male,77.0,1.0,1.0,Laboratory Technician,1.0,Married,4759.0,1.0,Yes,11.0,3.0,4.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,7.0,0,23309.0,1.0,11.0,1,8.0,Other
29,0,Travel_Rarely,738.0,Research & Development,9.0,5.0,Other,2.0,Male,30.0,2.0,1.0,Laboratory Technician,4.0,Single,7621.0,0.0,No,17.0,3.0,3.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,0,67711.0,0.6666666666666666,8.0,0,0.0,Young_Single
30,0,Travel_Rarely,570.0,Sales,5.0,3.0,Marketing,4.0,Female,30.0,2.0,2.0,Sales Executive,3.0,Divorced,5431.0,1.0,No,13.0,3.0,3.0,3.0,10.0,2.0,3.0,10.0,9.0,1.0,2.0,0,79534.0,0.2,7.0,0,0.0,Mid_Career_Family
27,0,Travel_Rarely,1130.0,Sales,8.0,4.0,Marketing,2.0,Female,56.0,3.0,2.0,Sales Executive,2.0,Married,3415.0,1.0,No,18.0,3.0,1.0,1.0,8.0,3.0,3.0,8.0,7.0,0.0,7.0,0,111852.0,0.875,12.0,0,0.0,Other
37,0,Travel_Rarely,1192.0,Research & Development,5.0,2.0,Medical,4.0,Male,61.0,3.0,2.0,Manufacturing Director,4.0,Divorced,23177.0,7.0,No,16.0,3.0,3.0,2.0,8.0,2.0,2.0,6.0,2.0,0.0,4.0,1,101552.0,0.6666666666666666,7.0,0,0.0,Mid_Career_Family
38,0,Travel_Rarely,343.0,Research & Development,15.0,2.0,Life Sciences,3.0,Male,92.0,2.0,3.0,Research Director,4.0,Divorced,15682.0,0.0,Yes,14.0,3.0,2.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,0,161140.0,0.8181818181818182,8.0,0,15.0,Mid_Career_Family
31,0,Travel_Rarely,1232.0,Research & Development,7.0,4.0,Medical,3.0,Female,39.0,3.0,3.0,Manufacturing Director,4.0,Single,25713.0,1.0,Yes,14.0,3.0,3.0,0.0,11.0,2.0,2.0,11.0,9.0,4.0,10.0,0,100002.0,0.9090909090909091,8.0,0,7.0,Other
29,0,Travel_Rarely,144.0,Sales,10.0,1.0,Marketing,4.0,Female,39.0,2.0,2.0,Sales Executive,2.0,Divorced,11866.0,1.0,Yes,14.0,3.0,1.0,2.0,7.0,2.0,3.0,7.0,7.0,1.0,7.0,0,115752.0,1.0,10.0,1,10.0,Other
35,0,Travel_Rarely,1296.0,Research & Development,5.0,4.0,Technical Degree,3.0,Male,62.0,3.0,3.0,Manufacturing Director,2.0,Single,18264.0,0.0,No,13.0,3.0,4.0,0.0,17.0,5.0,3.0,16.0,6.0,0.0,13.0,0,105235.0,0.8125,8.0,0,0.0,Other
23,0,Travel_Rarely,1309.0,Research & Development,26.0,1.0,Life Sciences,3.0,Male,83.0,3.0,1.0,Research Scientist,4.0,Divorced,16092.0,1.0,No,12.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,0,34848.0,0.5,8.0,0,0.0,Other
41,0,Travel_Rarely,483.0,Research & Development,6.0,3.0,Medical,4.0,Male,95.0,2.0,2.0,Manufacturing Director,2.0,Single,10110.0,6.0,Yes,15.0,3.0,4.0,0.0,8.0,3.0,3.0,5.0,4.0,1.0,2.0,1,90480.0,0.4,7.0,0,6.0,Other
47,0,Travel_Frequently,1309.0,Sales,4.0,1.0,Medical,2.0,Male,99.0,3.0,2.0,Sales Representative,3.0,Single,25751.0,3.0,No,19.0,3.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0,56544.0,,11.0,0,0.0,Senior
42,0,Travel_Rarely,810.0,Research & Development,23.0,5.0,Life Sciences,1.0,Female,44.0,3.0,4.0,Research Director,4.0,Single,15901.0,2.0,No,14.0,3.0,2.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0,0,223888.0,0.0,10.0,0,0.0,Other
29,0,Non-Travel,746.0,Sales,2.0,3.0,Life Sciences,4.0,Male,61.0,3.0,2.0,Sales Executive,3.0,Married,16928.0,1.0,No,14.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,0.0,2.0,0,65086.0,0.5,10.0,0,0.0,Other
42,0,Travel_Rarely,544.0,Human Resources,2.0,1.0,Technical Degree,3.0,Male,52.0,3.0,1.0,Human Resources,3.0,Divorced,24017.0,0.0,Yes,11.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,0,29656.0,0.0,8.0,0,2.0,Mid_Career_Family
32,0,Travel_Rarely,1062.0,Research & Development,2.0,3.0,Medical,3.0,Female,75.0,3.0,1.0,Laboratory Technician,2.0,Married,3956.0,1.0,No,13.0,3.0,3.0,1.0,8.0,4.0,3.0,8.0,0.0,0.0,7.0,0,30810.0,0.875,9.0,0,0.0,Mid_Career_Family
48,0,Travel_Rarely,530.0,Sales,29.0,1.0,Medical,1.0,Female,91.0,3.0,3.0,Manager,3.0,Married,23978.0,3.0,No,21.0,4.0,2.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0,262584.0,,13.0,0,0.0,Senior
37,0,Travel_Rarely,1319.0,Research & Development,6.0,3.0,Medical,3.0,Male,51.0,4.0,2.0,Research Scientist,1.0,Divorced,17001.0,4.0,Yes,13.0,3.0,1.0,2.0,13.0,2.0,3.0,7.0,7.0,6.0,7.0,1,77662.0,1.0,12.0,1,6.0,Mid_Career_Family
30,0,Non-Travel,641.0,Sales,25.0,2.0,Technical Degree,4.0,Female,85.0,3.0,2.0,Sales Executive,3.0,Married,6069.0,7.0,Yes,12.0,3.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1,56832.0,1.0,7.0,0,25.0,Mid_Career_Family
26,0,Travel_Rarely,933.0,Sales,1.0,3.0,Life Sciences,3.0,Male,57.0,3.0,2.0,Sales Executive,3.0,Married,20156.0,1.0,No,17.0,3.0,2.0,1.0,8.0,3.0,3.0,8.0,7.0,7.0,7.0,0,90032.0,0.875,9.0,0,0.0,Other
42,0,Travel_Rarely,1332.0,Research & Development,2.0,4.0,Other,1.0,Male,98.0,2.0,2.0,Healthcare Representative,4.0,Single,17078.0,3.0,No,23.0,4.0,2.0,0.0,14.0,6.0,3.0,1.0,0.0,0.0,0.0,0,155963.0,0.0,10.0,0,0.0,Other
21,1,Travel_Frequently,756.0,Sales,1.0,1.0,Technical Degree,1.0,Female,99.0,2.0,1.0,Sales Representative,2.0,Single,9150.0,1.0,Yes,11.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,0,23914.0,0.6666666666666666,11.0,1,1.0,Young_Single
36,0,Non-Travel,845.0,Sales,1.0,5.0,Medical,4.0,Female,45.0,3.0,2.0,Sales Executive,4.0,Single,15276.0,4.0,No,15.0,3.0,2.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,1,99795.0,0.0,7.0,0,0.0,Other
36,0,Travel_Frequently,541.0,Sales,3.0,4.0,Medical,1.0,Male,48.0,2.0,3.0,Sales Executive,4.0,Married,7246.0,4.0,No,11.0,3.0,1.0,1.0,16.0,2.0,3.0,13.0,9.0,1.0,12.0,0,106689.0,0.9230769230769231,11.0,0,0.0,Mid_Career_Family
57,0,Travel_Rarely,593.0,Research & Development,1.0,4.0,Medical,4.0,Male,88.0,3.0,2.0,Healthcare Representative,3.0,Married,2967.0,2.0,No,11.0,3.0,3.0,0.0,15.0,2.0,3.0,3.0,2.0,1.0,2.0,0,74305.0,0.6666666666666666,7.0,0,0.0,Senior
40,0,Travel_Rarely,1171.0,Research & Development,10.0,4.0,Life Sciences,4.0,Female,46.0,4.0,1.0,Laboratory Technician,3.0,Married,22495.0,3.0,Yes,13.0,3.0,3.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,7.0,0,28769.0,1.0,7.0,0,10.0,Mid_Career_Family
21,0,Non-Travel,895.0,Sales,9.0,2.0,Medical,1.0,Male,39.0,3.0,1.0,Sales Representative,4.0,Single,2851.0,1.0,No,24.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0,62640.0,0.6666666666666666,10.0,0,0.0,Young_Single
33,1,Travel_Rarely,350.0,Sales,5.0,3.0,Marketing,4.0,Female,34.0,3.0,1.0,Sales Representative,3.0,Single,9150.0,1.0,Yes,13.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0,37063.0,0.0,8.0,0,5.0,Other
37,0,Travel_Rarely,921.0,Research & Development,10.0,3.0,Medical,3.0,Female,98.0,3.0,1.0,Laboratory Technician,1.0,Married,17663.0,6.0,No,20.0,4.0,2.0,1.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0,0,69040.0,0.6,11.0,0,0.0,Mid_Career_Family
46,0,Non-Travel,1144.0,Research & Development,7.0,4.0,Medical,3.0,Female,30.0,3.0,2.0,Manufacturing Director,3.0,Married,16044.0,2.0,No,14.0,3.0,3.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,0,73612.0,0.0,7.0,0,0.0,Senior
41,1,Travel_Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9558.0,1.0,No,18.0,3.0,3.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0,0,168390.0,0.875,11.0,0,0.0,Other
50,0,Travel_Rarely,1046.0,Research & Development,10.0,3.0,Technical Degree,4.0,Male,100.0,2.0,3.0,Healthcare Representative,4.0,Single,2755.0,6.0,No,15.0,3.0,4.0,0.0,20.0,2.0,3.0,4.0,3.0,1.0,3.0,0,157440.0,0.75,5.0,0,0.0,Senior
40,1,Travel_Rarely,575.0,Sales,22.0,2.0,Marketing,3.0,Male,68.0,2.0,2.0,Sales Executive,3.0,Married,6110.0,2.0,Yes,12.0,3.0,1.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0,0,76560.0,0.0,10.0,1,22.0,Mid_Career_Family
31,0,Travel_Rarely,408.0,Research & Development,9.0,4.0,Life Sciences,3.0,Male,42.0,2.0,1.0,Research Scientist,2.0,Single,7551.0,0.0,Yes,16.0,3.0,4.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,0,42512.0,1.0,8.0,0,9.0,Other
21,1,Travel_Rarely,156.0,Sales,12.0,3.0,Life Sciences,3.0,Female,90.0,4.0,1.0,Sales Representative,2.0,Single,25422.0,1.0,No,15.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0,40740.0,0.0,8.0,0,0.0,Young_Single
29,0,Travel_Rarely,1283.0,Research & Development,23.0,3.0,Life Sciences,4.0,Male,54.0,3.0,1.0,Research Scientist,4.0,Single,18168.0,9.0,No,16.0,3.0,4.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,1,35216.0,0.6666666666666666,5.0,0,0.0,Young_Single
35,0,Travel_Rarely,755.0,Research & Development,9.0,4.0,Life Sciences,3.0,Male,97.0,2.0,2.0,Healthcare Representative,2.0,Single,19394.0,9.0,No,19.0,3.0,3.0,0.0,10.0,5.0,3.0,1.0,1.0,0.0,0.0,1,124260.0,0.0,9.0,0,0.0,Other
27,0,Travel_Rarely,1469.0,Research & Development,1.0,2.0,Medical,4.0,Male,82.0,3.0,1.0,Laboratory Technician,2.0,Divorced,17881.0,1.0,No,11.0,3.0,2.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,0,41976.0,0.8,9.0,0,0.0,Other
28,0,Travel_Rarely,304.0,Sales,9.0,4.0,Life Sciences,2.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Single,20750.0,1.0,No,16.0,3.0,4.0,0.0,7.0,1.0,3.0,7.0,5.0,0.0,7.0,0,84048.0,1.0,7.0,0,0.0,Young_Single
49,0,Travel_Rarely,1261.0,Research & Development,7.0,3.0,Other,2.0,Male,31.0,2.0,3.0,Healthcare Representative,3.0,Single,12066.0,8.0,No,24.0,4.0,3.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0,0,263160.0,0.0,9.0,0,0.0,Senior
51,0,Travel_Rarely,1178.0,Sales,14.0,2.0,Life Sciences,3.0,Female,87.0,3.0,2.0,Sales Executive,4.0,Married,14862.0,4.0,No,11.0,3.0,3.0,1.0,18.0,2.0,2.0,7.0,7.0,0.0,7.0,0,54296.0,1.0,8.0,0,0.0,Senior
36,0,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,11868.0,4.0,No,13.0,3.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,1,33059.0,1.0,8.0,0,0.0,Mid_Career_Family
34,1,Non-Travel,1362.0,Sales,19.0,3.0,Marketing,1.0,Male,67.0,4.0,2.0,Sales Executive,4.0,Single,4652.0,8.0,Yes,13.0,3.0,2.0,0.0,9.0,3.0,2.0,5.0,2.0,0.0,4.0,1,68952.0,0.8,11.0,1,19.0,Other
55,0,Travel_Rarely,1311.0,Research & Development,2.0,3.0,Life Sciences,3.0,Female,97.0,3.0,4.0,Manager,4.0,Single,23258.0,2.0,Yes,13.0,3.0,3.0,0.0,30.0,2.0,3.0,5.0,4.0,1.0,2.0,0,216567.0,0.4,7.0,0,2.0,Senior
24,0,Travel_Rarely,1371.0,Sales,10.0,4.0,Marketing,4.0,Female,77.0,3.0,2.0,Sales Executive,3.0,Divorced,5915.0,1.0,Yes,12.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,0,51120.0,0.6,5.0,0,10.0,Other
30,0,Travel_Rarely,202.0,Sales,2.0,1.0,Technical Degree,3.0,Male,72.0,3.0,1.0,Sales Representative,2.0,Married,17434.0,1.0,No,18.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0,44568.0,0.0,11.0,0,0.0,Mid_Career_Family
26,1,Travel_Frequently,575.0,Research & Development,3.0,1.0,Technical Degree,3.0,Male,73.0,3.0,1.0,Research Scientist,1.0,Single,6582.0,0.0,No,22.0,4.0,3.0,0.0,7.0,2.0,3.0,6.0,4.0,0.0,4.0,0,68244.0,0.6666666666666666,10.0,0,0.0,Young_Single
22,0,Travel_Rarely,253.0,Research & Development,11.0,3.0,Medical,1.0,Female,43.0,3.0,1.0,Research Scientist,2.0,Married,24440.0,1.0,No,13.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0,29172.0,1.0,10.0,0,0.0,Other
36,0,Travel_Rarely,164.0,Sales,2.0,2.0,Medical,2.0,Male,61.0,2.0,3.0,Sales Executive,3.0,Married,3809.0,1.0,No,13.0,3.0,2.0,2.0,10.0,2.0,3.0,10.0,9.0,9.0,0.0,0,98748.0,0.0,10.0,0,0.0,Mid_Career_Family
30,1,Travel_Frequently,464.0,Research & Development,4.0,3.0,Technical Degree,3.0,Male,40.0,3.0,1.0,Research Scientist,4.0,Single,3427.0,9.0,Yes,23.0,4.0,3.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,1,52555.0,0.0,7.0,0,4.0,Other
37,0,Travel_Rarely,1107.0,Research & Development,14.0,3.0,Life Sciences,4.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,26914.0,1.0,No,12.0,3.0,3.0,1.0,18.0,2.0,2.0,18.0,7.0,12.0,17.0,0,36408.0,0.9444444444444444,10.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,759.0,Sales,2.0,2.0,Marketing,4.0,Female,46.0,3.0,2.0,Sales Executive,2.0,Divorced,22553.0,7.0,No,12.0,3.0,3.0,2.0,8.0,5.0,3.0,5.0,4.0,1.0,3.0,1,68580.0,0.6,8.0,0,0.0,Mid_Career_Family
42,0,Travel_Rarely,201.0,Research & Development,1.0,4.0,Life Sciences,2.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,20490.0,3.0,No,16.0,3.0,2.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0,0,41216.0,0.4,12.0,0,0.0,Mid_Career_Family
37,0,Travel_Rarely,1305.0,Research & Development,10.0,4.0,Life Sciences,3.0,Male,49.0,3.0,2.0,Manufacturing Director,2.0,Single,21123.0,2.0,Yes,12.0,3.0,4.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0,0,50364.0,1.0,9.0,1,10.0,Other
43,0,Travel_Rarely,982.0,Research & Development,12.0,3.0,Life Sciences,1.0,Male,59.0,2.0,4.0,Research Director,2.0,Divorced,4345.0,1.0,No,11.0,3.0,3.0,1.0,25.0,3.0,3.0,25.0,10.0,3.0,9.0,0,157696.0,0.36,11.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,555.0,Research & Development,2.0,3.0,Medical,2.0,Female,78.0,2.0,2.0,Laboratory Technician,3.0,Married,13436.0,6.0,No,22.0,4.0,2.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,0,75856.0,0.0,10.0,0,0.0,Mid_Career_Family
54,0,Travel_Rarely,821.0,Research & Development,5.0,2.0,Medical,1.0,Male,86.0,3.0,5.0,Research Director,1.0,Married,8509.0,4.0,No,11.0,3.0,3.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0,0,213466.0,0.5,13.0,0,0.0,Senior
34,0,Non-Travel,1381.0,Sales,4.0,4.0,Marketing,3.0,Female,72.0,3.0,2.0,Sales Executive,3.0,Married,12740.0,9.0,No,15.0,3.0,1.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,1,98070.0,0.6666666666666666,10.0,0,0.0,Mid_Career_Family
31,0,Travel_Rarely,480.0,Research & Development,7.0,2.0,Medical,2.0,Female,31.0,3.0,2.0,Manufacturing Director,1.0,Married,4156.0,1.0,No,12.0,3.0,2.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0,0,51672.0,0.9230769230769231,14.0,0,0.0,Mid_Career_Family
43,0,Travel_Frequently,313.0,Research & Development,21.0,3.0,Medical,4.0,Male,61.0,3.0,1.0,Laboratory Technician,4.0,Married,15238.0,7.0,No,20.0,4.0,1.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,1,45160.0,0.6666666666666666,8.0,0,0.0,Mid_Career_Family
43,0,Travel_Rarely,1473.0,Research & Development,8.0,4.0,Other,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,2227.0,4.0,Yes,14.0,3.0,4.0,0.0,8.0,3.0,3.0,5.0,2.0,0.0,2.0,1,63308.0,0.4,7.0,0,8.0,Mid_Career_Family
25,0,Travel_Rarely,891.0,Sales,4.0,2.0,Life Sciences,2.0,Female,99.0,2.0,2.0,Sales Executive,4.0,Single,12090.0,1.0,Yes,11.0,3.0,2.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,0,49357.0,0.6,9.0,1,4.0,Young_Single
37,0,Non-Travel,1063.0,Research & Development,25.0,5.0,Medical,2.0,Female,72.0,3.0,2.0,Research Scientist,3.0,Married,23866.0,3.0,Yes,15.0,3.0,1.0,2.0,15.0,2.0,3.0,13.0,11.0,10.0,7.0,0,66735.0,0.5384615384615384,11.0,1,25.0,Mid_Career_Family
31,0,Travel_Rarely,329.0,Research & Development,1.0,2.0,Life Sciences,4.0,Male,98.0,2.0,1.0,Laboratory Technician,1.0,Married,16193.0,1.0,No,12.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,0,26616.0,0.5,9.0,0,0.0,Mid_Career_Family
