Age,Attrition,BusinessTravel,Gender,JobInvolvement,JobRole,MaritalStatus,OverTime,StockOptionLevel,YearsAtCompany,YearsSinceLastPromotion,is_job_hopper,abs_raise,manager_share,dissatisfaction_score,burnout_risk,distance_x_overtime,life_stage
27,0,Travel_Rarely,,3.0,Research Scientist,Single,No,0.0,7.0,0.0,0,36464.0,0.42857142857142855,8.0,0,0.0,Young_Single
35,1,Travel_Rarely,Male,2.0,Manufacturing Director,Married,Yes,0.0,1.0,0.0,0,76908.0,1.0,8.0,0,23.0,Mid_Career_Family
43,0,Non-Travel,Male,4.0,Research Scientist,Divorced,No,3.0,5.0,2.0,1,29246.0,0.4,4.0,0,0.0,Mid_Career_Family
45,0,Non-Travel,Male,2.0,Manager,Married,No,1.0,20.0,11.0,0,386216.0,0.4,8.0,0,0.0,Senior
37,0,Travel_Rarely,Male,4.0,Research Scientist,Married,Yes,1.0,8.0,1.0,0,42768.0,0.875,14.0,1,21.0,Mid_Career_Family
35,0,Travel_Frequently,Female,3.0,Laboratory Technician,Single,No,0.0,6.0,1.0,1,48675.0,0.3333333333333333,9.0,0,0.0,Other
42,0,Non-Travel,Female,3.0,Manufacturing Director,Divorced,No,1.0,5.0,0.0,0,84240.0,0.4,9.0,0,0.0,Mid_Career_Family
38,0,Travel_Rarely,Male,3.0,Manufacturing Director,Married,No,0.0,1.0,0.0,1,91742.0,0.0,8.0,0,0.0,Mid_Career_Family
38,0,Travel_Rarely,Male,3.0,Manufacturing Director,Married,No,1.0,7.0,1.0,0,112698.0,1.0,10.0,0,0.0,Mid_Career_Family
27,0,Travel_Frequently,Male,2.0,Manufacturing Director,Married,No,1.0,2.0,2.0,1,81662.0,0.0,10.0,0,0.0,Other
49,0,Non-Travel,Male,3.0,Manufacturing Director,Divorced,Yes,2.0,7.0,1.0,0,102060.0,1.0,8.0,0,18.0,Senior
34,0,Travel_Frequently,Male,3.0,Research Scientist,Divorced,Yes,1.0,5.0,2.0,0,64855.0,0.0,5.0,0,10.0,Mid_Career_Family
40,0,Travel_Rarely,Male,3.0,Laboratory Technician,Married,Yes,1.0,7.0,3.0,0,41115.0,1.0,6.0,0,19.0,Mid_Career_Family
38,1,Travel_Rarely,Male,3.0,Healthcare Representative,Married,Yes,0.0,1.0,0.0,0,126787.0,0.0,12.0,1,29.0,Mid_Career_Family
29,1,Travel_Rarely,Female,3.0,Sales Executive,Married,No,3.0,10.0,1.0,0,168058.0,0.9,8.0,0,0.0,Other
22,0,Travel_Rarely,Male,4.0,Research Scientist,Divorced,Yes,1.0,4.0,2.0,0,37248.0,0.5,11.0,1,5.0,Other
36,0,Travel_Frequently,Female,3.0,Laboratory Technician,Single,No,0.0,8.0,1.0,0,27989.0,0.875,10.0,0,0.0,Other
40,0,Non-Travel,Male,2.0,Healthcare Representative,Married,No,1.0,3.0,0.0,1,68264.0,0.6666666666666666,7.0,0,0.0,Mid_Career_Family
46,0,Travel_Rarely,Male,3.0,Healthcare Representative,Divorced,No,1.0,4.0,0.0,0,150336.0,0.75,9.0,0,0.0,Senior
32,1,Travel_Rarely,Male,1.0,Sales Executive,Married,No,0.0,14.0,9.0,0,114400.0,0.5714285714285714,7.0,0,0.0,Mid_Career_Family
30,0,Non-Travel,Male,2.0,Manufacturing Director,Single,No,0.0,11.0,5.0,0,186428.0,0.7272727272727273,8.0,0,0.0,Other
27,0,Travel_Frequently,Female,3.0,Sales Executive,Single,No,0.0,7.0,0.0,0,139734.0,1.0,6.0,0,0.0,Young_Single
51,0,Travel_Rarely,Male,2.0,Research Director,Married,No,2.0,10.0,4.0,0,199840.0,0.7,11.0,0,0.0,Senior
30,1,Travel_Rarely,Female,3.0,Research Scientist,Single,,0.0,5.0,0.0,1,29227.0,0.8,9.0,0,0.0,Other
41,0,Travel_Rarely,Female,3.0,Manager,Single,Yes,0.0,1.0,0.0,0,244638.0,0.0,6.0,0,6.0,Other
30,1,,Female,2.0,Sales Executive,Single,No,0.0,6.0,0.0,1,,0.16666666666666666,11.0,0,0.0,Other
29,1,Travel_Rarely,Male,3.0,Research Scientist,Single,No,0.0,6.0,1.0,0,28812.0,0.8333333333333334,8.0,0,0.0,Young_Single
45,0,Non-Travel,Female,2.0,Sales Executive,Single,No,0.0,19.0,12.0,0,106380.0,0.42105263157894735,5.0,0,,Senior
54,0,Travel_Rarely,Female,3.0,Sales Executive,Married,No,1.0,6.0,0.0,0,83160.0,0.8333333333333334,4.0,0,0.0,Senior
36,0,Travel_Rarely,Male,3.0,Laboratory Technician,Single,No,0.0,13.0,3.0,0,94624.0,0.5384615384615384,6.0,0,0.0,Other
33,0,Travel_Rarely,Female,2.0,Research Scientist,Married,No,0.0,3.0,1.0,1,55062.0,0.3333333333333333,8.0,0,0.0,Mid_Career_Family
37,0,Travel_Frequently,Male,3.0,Research Director,Divorced,Yes,3.0,10.0,0.0,0,170590.0,0.7,8.0,0,11.0,Mid_Career_Family
38,0,Travel_Rarely,Male,,Sales Executive,Divorced,No,2.0,16.0,5.0,0,127308.0,0.8125,7.0,0,0.0,Mid_Career_Family
31,0,Non-Travel,Male,1.0,Manufacturing Director,Married,No,1.0,5.0,1.0,0,52140.0,0.8,7.0,0,0.0,Mid_Career_Family
59,0,Travel_Rarely,Male,2.0,Research Scientist,Married,No,1.0,1.0,0.0,0,37009.0,0.0,9.0,0,0.0,Senior
37,0,Travel_Frequently,Male,3.0,Sales Representative,Divorced,No,1.0,9.0,5.0,1,,0.8888888888888888,9.0,0,0.0,Mid_Career_Family
29,0,Travel_Frequently,Female,3.0,Sales Executive,Married,No,1.0,11.0,4.0,0,110852.0,0.09090909090909091,7.0,0,0.0,Other
35,0,Travel_Frequently,Female,3.0,Sales Executive,,No,0.0,10.0,0.0,0,123046.0,0.8,9.0,0,0.0,
29,1,Travel_Rarely,Male,2.0,Research Scientist,Single,Yes,0.0,4.0,0.0,0,31057.0,0.25,8.0,0,18.0,Young_Single
52,0,Travel_Rarely,Female,2.0,Laboratory Technician,Single,No,0.0,2.0,2.0,1,48180.0,1.0,9.0,0,0.0,Senior
42,0,Travel_Rarely,Male,3.0,Manager,Married,No,0.0,22.0,11.0,0,211552.0,0.6818181818181818,6.0,0,0.0,Mid_Career_Family
59,0,Travel_Rarely,Male,3.0,Human Resources,Married,No,0.0,2.0,2.0,1,38539.0,1.0,9.0,0,0.0,Senior
50,0,Travel_Rarely,Female,3.0,Manager,Divorced,No,1.0,7.0,0.0,0,214687.0,0.8571428571428571,7.0,0,0.0,Senior
33,1,Travel_Rarely,Male,3.0,Laboratory Technician,Married,Yes,1.0,5.0,0.0,1,31668.0,0.8,9.0,1,14.0,Mid_Career_Family
43,0,Travel_Rarely,Female,3.0,Manager,Married,Yes,1.0,17.0,1.0,0,353408.0,0.5294117647058824,6.0,0,16.0,Mid_Career_Family
33,1,,Female,3.0,Laboratory Technician,Married,No,0.0,9.0,1.0,1,54140.0,0.7777777777777778,13.0,0,0.0,Mid_Career_Family
52,0,Non-Travel,Male,2.0,Manager,Single,Yes,0.0,33.0,15.0,0,343224.0,0.36363636363636365,8.0,0,2.0,Senior
32,0,Travel_Rarely,Female,3.0,Sales Representative,Married,No,1.0,4.0,1.0,0,43241.0,0.5,11.0,0,0.0,Mid_Career_Family
32,1,Travel_Rarely,Male,2.0,Laboratory Technician,Single,Yes,0.0,3.0,1.0,0,52220.0,0.6666666666666666,8.0,0,1.0,Other
39,0,Travel_Rarely,Female,3.0,Laboratory Technician,Divorced,No,3.0,3.0,1.0,1,31248.0,0.6666666666666666,8.0,0,0.0,Mid_Career_Family
32,0,Non-Travel,Male,3.0,Sales Executive,Married,No,0.0,3.0,2.0,0,,0.6666666666666666,9.0,0,0.0,Mid_Career_Family
41,0,Travel_Rarely,Male,3.0,Research Scientist,Divorced,No,2.0,1.0,0.0,0,49152.0,0.0,13.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,Male,,Research Scientist,Divorced,No,2.0,9.0,4.0,0,56423.0,0.7777777777777778,11.0,0,0.0,Mid_Career_Family
45,0,Travel_Rarely,Male,4.0,Manager,Married,No,1.0,24.0,1.0,0,211222.0,0.2916666666666667,7.0,0,0.0,Senior
31,0,Travel_Frequently,Male,3.0,Research Director,Divorced,No,1.0,2.0,2.0,1,164100.0,1.0,11.0,0,0.0,Mid_Career_Family
33,0,Travel_Rarely,Female,2.0,Research Scientist,Married,No,1.0,2.0,0.0,0,37843.0,1.0,6.0,0,0.0,Mid_Career_Family
34,0,Travel_Rarely,Male,2.0,Manufacturing Director,Married,No,1.0,11.0,5.0,1,77441.0,0.8181818181818182,10.0,0,0.0,Mid_Career_Family
37,0,Travel_Rarely,Female,2.0,Research Scientist,Married,No,1.0,3.0,0.0,0,54880.0,0.6666666666666666,13.0,0,0.0,Mid_Career_Family
45,0,Travel_Frequently,Male,4.0,Manufacturing Director,Married,No,1.0,3.0,0.0,1,109378.0,0.6666666666666666,9.0,0,0.0,Senior
37,1,Travel_Frequently,Male,3.0,Manufacturing Director,Divorced,No,2.0,1.0,0.0,0,110528.0,0.0,11.0,0,0.0,Mid_Career_Family
39,0,Travel_Frequently,Female,3.0,Healthcare Representative,Single,No,0.0,19.0,11.0,0,273450.0,0.42105263157894735,7.0,0,0.0,Other
29,0,Travel_Rarely,Male,3.0,Research Scientist,Single,No,0.0,6.0,1.0,0,44460.0,0.8333333333333334,9.0,0,0.0,Young_Single
42,0,Travel_Rarely,Female,4.0,Research Scientist,Single,Yes,0.0,3.0,0.0,0,85085.0,0.6666666666666666,9.0,1,17.0,Other
29,0,Travel_Rarely,Male,3.0,Sales Executive,Divorced,No,1.0,3.0,0.0,0,97034.0,0.6666666666666666,5.0,0,0.0,Other
25,0,Travel_Rarely,Female,3.0,Manufacturing Director,Married,No,2.0,4.0,1.0,0,58776.0,0.5,9.0,0,0.0,Other
42,0,Travel_Rarely,Female,2.0,Laboratory Technician,Divorced,Yes,1.0,9.0,7.0,0,,0.8888888888888888,9.0,1,2.0,Mid_Career_Family
40,0,Travel_Rarely,Male,3.0,Research Director,Divorced,No,1.0,21.0,3.0,0,369284.0,0.42857142857142855,9.0,0,0.0,Mid_Career_Family
51,0,Travel_Rarely,Male,3.0,Research Scientist,Married,No,0.0,1.0,0.0,0,29953.0,0.0,9.0,0,0.0,Senior
31,1,Travel_Frequently,Male,2.0,Laboratory Technician,Single,No,0.0,5.0,1.0,0,38269.0,0.8,9.0,0,0.0,Other
32,0,Travel_Frequently,Male,4.0,Laboratory Technician,Married,No,0.0,5.0,0.0,0,55880.0,0.6,12.0,0,0.0,Mid_Career_Family
38,0,Non-Travel,,2.0,Sales Executive,Married,No,1.0,8.0,7.0,0,94482.0,0.625,5.0,0,0.0,Mid_Career_Family
32,0,Travel_Rarely,Male,2.0,Laboratory Technician,Single,No,0.0,6.0,,1,28288.0,0.6666666666666666,8.0,0,0.0,Other
46,0,Travel_Rarely,Female,1.0,Manager,Married,Yes,1.0,7.0,7.0,0,202464.0,1.0,11.0,1,2.0,Senior
28,1,Travel_Rarely,Male,3.0,Laboratory Technician,Single,No,0.0,0.0,0.0,0,38335.0,,12.0,0,0.0,Young_Single
29,0,Travel_Rarely,Male,2.0,Sales Executive,Married,No,2.0,0.0,0.0,0,126236.0,,12.0,0,0.0,Other
31,0,Travel_Rarely,Male,2.0,Healthcare Representative,Married,No,1.0,9.0,7.0,0,117222.0,0.8888888888888888,7.0,0,0.0,Mid_Career_Family
25,0,Non-Travel,Male,4.0,Healthcare Representative,Divorced,No,2.0,6.0,1.0,0,48000.0,0.8333333333333334,10.0,0,0.0,Other
45,0,Travel_Rarely,Male,3.0,Healthcare Representative,Married,Yes,0.0,20.0,4.0,0,188944.0,0.5,8.0,0,20.0,Senior
36,0,Travel_Rarely,Male,3.0,Laboratory Technician,Married,No,1.0,15.0,10.0,0,,0.7333333333333333,6.0,0,0.0,Mid_Career_Family
55,0,Travel_Rarely,Male,3.0,Manager,Single,Yes,0.0,36.0,4.0,0,266630.0,0.3611111111111111,9.0,1,1.0,Senior
47,1,Non-Travel,Male,3.0,Manager,Married,Yes,1.0,10.0,9.0,0,142188.0,0.9,11.0,1,29.0,Senior
28,0,Travel_Rarely,Male,3.0,Research Scientist,Married,No,1.0,5.0,0.0,0,47610.0,0.8,6.0,0,0.0,Other
37,0,Travel_Rarely,Male,3.0,Sales Executive,Married,No,1.0,5.0,0.0,1,91028.0,0.2,7.0,0,0.0,Mid_Career_Family
21,0,Travel_Rarely,Male,2.0,Research Scientist,Single,No,0.0,3.0,1.0,0,54910.0,0.0,8.0,0,0.0,Young_Single
37,0,Non-Travel,Female,3.0,,Divorced,Yes,2.0,5.0,0.0,0,244854.0,0.4,11.0,1,1.0,Mid_Career_Family
35,0,Travel_Rarely,Female,4.0,Manager,,No,1.0,7.0,6.0,1,215928.0,0.2857142857142857,12.0,0,0.0,
38,0,Travel_Rarely,Female,4.0,Sales Executive,Divorced,Yes,1.0,8.0,7.0,0,134520.0,0.875,12.0,1,7.0,Mid_Career_Family
26,0,Travel_Frequently,Female,3.0,Manufacturing Director,Divorced,No,1.0,6.0,1.0,0,127940.0,0.6666666666666666,13.0,0,0.0,Other
50,0,Travel_Rarely,Male,3.0,Research Director,Divorced,No,,10.0,1.0,0,268016.0,0.6,14.0,0,0.0,Senior
53,0,Travel_Rarely,Male,3.0,Research Director,Married,Yes,3.0,5.0,1.0,0,281344.0,0.6,8.0,0,3.0,Senior
42,0,Travel_Rarely,Male,3.0,Sales Executive,Married,No,0.0,20.0,11.0,0,122675.0,0.3,9.0,0,0.0,Mid_Career_Family
29,0,Travel_Frequently,Male,3.0,Sales Executive,Single,No,0.0,10.0,0.0,0,81972.0,0.9,11.0,0,0.0,Young_Single
55,0,Travel_Rarely,Male,3.0,Laboratory Technician,Married,Yes,1.0,10.0,0.0,0,102885.0,0.8,7.0,0,20.0,Senior
26,0,Travel_Frequently,Male,3.0,Healthcare Representative,Married,Yes,1.0,5.0,3.0,0,61633.0,0.6,12.0,1,11.0,Other
37,0,Travel_Rarely,Female,3.0,Research Scientist,Single,No,0.0,17.0,5.0,0,25380.0,0.4117647058823529,7.0,0,0.0,Other
44,1,Travel_Frequently,Male,3.0,Laboratory Technician,Divorced,Yes,1.0,,0.0,0,69542.0,,8.0,0,24.0,Mid_Career_Family
38,0,Travel_Rarely,,3.0,Healthcare Representative,Divorced,No,1.0,2.0,1.0,1,,1.0,7.0,0,0.0,Mid_Career_Family
26,1,Travel_Rarely,Male,3.0,Laboratory Technician,Divorced,Yes,1.0,3.0,0.0,0,30849.0,0.6666666666666666,10.0,1,16.0,Other
28,0,Travel_Rarely,Female,3.0,Research Scientist,Single,No,0.0,5.0,0.0,0,69510.0,0.4,5.0,0,0.0,Young_Single
49,0,Travel_Frequently,Female,3.0,Research Director,Single,Yes,0.0,3.0,1.0,0,205315.0,0.6666666666666666,9.0,1,10.0,Senior
36,0,Travel_Rarely,Male,3.0,Research Scientist,Single,,0.0,8.0,7.0,1,53820.0,0.875,6.0,0,0.0,Other
31,0,,Female,3.0,,Divorced,No,1.0,2.0,2.0,0,30679.0,1.0,9.0,0,0.0,Mid_Career_Family
26,1,Travel_Rarely,Male,2.0,Sales Executive,Single,Yes,0.0,8.0,7.0,0,69936.0,0.5,7.0,0,4.0,Young_Single
37,0,Travel_Frequently,Male,3.0,Research Scientist,Married,Yes,3.0,4.0,1.0,0,27912.0,0.5,9.0,1,9.0,Mid_Career_Family
42,0,Travel_Frequently,Female,3.0,Sales Executive,Married,,1.0,20.0,4.0,0,189350.0,0.4,7.0,0,0.0,Mid_Career_Family
18,1,Travel_Rarely,Male,3.0,Laboratory Technician,Single,No,0.0,0.0,0.0,0,18460.0,,6.0,0,0.0,Young_Single
35,0,Travel_Rarely,Male,3.0,Sales Executive,Married,No,2.0,11.0,6.0,0,120300.0,0.8181818181818182,10.0,0,0.0,Mid_Career_Family
36,0,Travel_Frequently,Male,4.0,Laboratory Technician,Married,No,2.0,1.0,0.0,1,66384.0,0.0,6.0,0,0.0,Mid_Career_Family
51,0,Travel_Rarely,Male,1.0,,Divorced,No,1.0,4.0,1.0,1,98676.0,0.5,7.0,0,0.0,Senior
41,0,Travel_Rarely,Male,3.0,Manager,Single,No,0.0,22.0,0.0,0,304285.0,0.18181818181818182,9.0,0,0.0,Other
18,0,Travel_Rarely,Female,2.0,Sales Representative,Single,No,0.0,,0.0,0,14400.0,,9.0,0,0.0,Young_Single
28,0,Travel_Rarely,Male,4.0,Healthcare Representative,Single,No,0.0,8.0,0.0,0,107559.0,0.875,11.0,0,0.0,Young_Single
31,0,Travel_Rarely,Male,4.0,Sales Executive,Married,No,,8.0,,1,76219.0,0.875,10.0,0,0.0,Mid_Career_Family
39,0,Travel_Rarely,Male,4.0,Healthcare Representative,Divorced,No,3.0,18.0,3.0,0,163421.0,0.3888888888888889,10.0,0,0.0,Mid_Career_Family
36,0,Non-Travel,Female,3.0,Laboratory Technician,Married,No,1.0,9.0,0.0,1,85110.0,0.8888888888888888,10.0,0,0.0,Mid_Career_Family
32,0,Travel_Rarely,Male,2.0,Sales Executive,Married,No,1.0,13.0,4.0,0,76776.0,0.6153846153846154,8.0,0,0.0,Mid_Career_Family
38,0,Travel_Rarely,Female,2.0,Research Director,,No,1.0,10.0,0.0,0,205037.0,0.1,9.0,0,0.0,
58,0,Non-Travel,Male,1.0,Healthcare Representative,Divorced,Yes,1.0,5.0,1.0,0,73580.0,0.4,6.0,0,1.0,Senior
31,0,Travel_Rarely,Male,3.0,Research Scientist,Married,Yes,1.0,5.0,0.0,0,57852.0,0.6,7.0,0,5.0,Mid_Career_Family
31,0,Travel_Rarely,Male,2.0,Human Resources,Married,No,0.0,2.0,1.0,0,76920.0,0.0,11.0,0,0.0,Mid_Career_Family
45,0,Travel_Frequently,Male,3.0,,Divorced,No,1.0,24.0,,0,,0.4583333333333333,14.0,0,0.0,Senior
31,0,Travel_Rarely,Male,3.0,Research Scientist,Divorced,Yes,1.0,2.0,2.0,0,48510.0,1.0,10.0,1,2.0,Mid_Career_Family
33,0,Travel_Frequently,Female,3.0,Manager,Married,No,2.0,10.0,8.0,1,130658.0,0.8,8.0,0,0.0,Mid_Career_Family
39,0,Travel_Rarely,Male,3.0,Manager,Married,Yes,0.0,21.0,11.0,0,238952.0,0.47619047619047616,9.0,1,10.0,Mid_Career_Family
43,0,Travel_Frequently,Female,3.0,Laboratory Technician,Single,No,0.0,,1.0,0,46645.0,,9.0,0,0.0,Other
49,0,Travel_Rarely,Female,2.0,Healthcare Representative,Single,Yes,,7.0,0.0,0,167568.0,1.0,7.0,0,1.0,Senior
52,1,Travel_Rarely,Male,2.0,Research Scientist,Married,No,0.0,8.0,7.0,0,74115.0,0.875,12.0,0,0.0,Senior
27,0,Travel_Rarely,Female,3.0,Research Scientist,Single,Yes,0.0,4.0,1.0,0,29736.0,0.5,11.0,1,5.0,Young_Single
32,0,Travel_Rarely,Female,2.0,Sales Executive,Married,Yes,0.0,13.0,11.0,0,57508.0,0.6923076923076923,8.0,0,8.0,Mid_Career_Family
27,0,Travel_Rarely,Male,3.0,Sales Executive,Single,,0.0,5.0,0.0,0,49258.0,0.8,9.0,0,0.0,Young_Single
31,0,Travel_Rarely,Male,3.0,Sales Executive,Divorced,No,3.0,7.0,1.0,1,90564.0,1.0,5.0,0,0.0,Mid_Career_Family
32,0,Travel_Rarely,Female,4.0,Research Scientist,Single,No,0.0,7.0,0.0,1,80880.0,1.0,10.0,0,0.0,Other
28,1,Travel_Rarely,Male,1.0,Research Scientist,Married,Yes,0.0,3.0,2.0,1,,0.6666666666666666,8.0,0,2.0,Other
30,0,Travel_Rarely,Female,3.0,Research Scientist,Married,No,2.0,10.0,1.0,0,75075.0,0.9,5.0,0,0.0,Mid_Career_Family
31,0,Travel_Frequently,Female,2.0,Manufacturing Director,Married,No,1.0,10.0,8.0,0,214632.0,0.9,10.0,0,0.0,Mid_Career_Family
39,0,Travel_Frequently,Male,2.0,Manager,Married,No,1.0,21.0,13.0,0,289080.0,0.14285714285714285,7.0,0,0.0,Mid_Career_Family
39,1,Travel_Rarely,Female,3.0,Sales Executive,Married,Yes,0.0,1.0,0.0,1,94284.0,0.0,10.0,1,3.0,Mid_Career_Family
33,0,Travel_Frequently,Male,2.0,Sales Executive,Single,No,0.0,7.0,0.0,0,65548.0,0.14285714285714285,9.0,0,0.0,Other
47,0,Travel_Rarely,Male,3.0,Research Director,Married,No,1.0,3.0,1.0,0,201300.0,0.3333333333333333,8.0,0,0.0,Senior
43,0,Travel_Frequently,Female,2.0,Laboratory Technician,Divorced,No,1.0,9.0,0.0,0,57827.0,0.0,8.0,0,0.0,Mid_Career_Family
27,0,Non-Travel,Male,3.0,Sales Executive,Married,,1.0,5.0,1.0,0,82537.0,0.8,8.0,0,0.0,Other
54,0,Travel_Frequently,Female,3.0,Research Scientist,Single,No,0.0,4.0,0.0,0,58428.0,0.75,7.0,0,0.0,Senior
43,0,Travel_Rarely,Female,3.0,Healthcare Representative,Married,No,1.0,1.0,0.0,1,159760.0,0.0,13.0,0,0.0,Mid_Career_Family
45,0,Travel_Rarely,,3.0,Research Scientist,Married,No,2.0,10.0,9.0,1,51758.0,0.8,8.0,0,0.0,Senior
40,0,Travel_Rarely,Male,1.0,Sales Executive,Married,Yes,3.0,4.0,0.0,0,164054.0,0.5,9.0,1,1.0,Mid_Career_Family
29,1,Travel_Rarely,Male,1.0,Laboratory Technician,Married,Yes,0.0,7.0,0.0,0,23309.0,1.0,11.0,1,8.0,Other
29,0,Travel_Rarely,Male,2.0,Laboratory Technician,Single,No,0.0,3.0,2.0,0,67711.0,0.6666666666666666,8.0,0,0.0,Young_Single
30,0,Travel_Rarely,Female,2.0,Sales Executive,Divorced,No,3.0,10.0,1.0,0,79534.0,0.2,7.0,0,0.0,Mid_Career_Family
27,0,Travel_Rarely,Female,3.0,Sales Executive,Married,No,1.0,8.0,0.0,0,111852.0,0.875,12.0,0,0.0,Other
37,0,Travel_Rarely,Male,3.0,Manufacturing Director,Divorced,No,2.0,6.0,0.0,1,101552.0,0.6666666666666666,7.0,0,0.0,Mid_Career_Family
38,0,Travel_Rarely,Male,2.0,Research Director,Divorced,Yes,1.0,11.0,2.0,0,161140.0,0.8181818181818182,8.0,0,15.0,Mid_Career_Family
31,0,Travel_Rarely,Female,3.0,Manufacturing Director,Single,Yes,0.0,11.0,4.0,0,100002.0,0.9090909090909091,8.0,0,7.0,Other
29,0,Travel_Rarely,Female,2.0,Sales Executive,Divorced,Yes,2.0,7.0,1.0,0,115752.0,1.0,10.0,1,10.0,Other
35,0,Travel_Rarely,Male,3.0,Manufacturing Director,Single,No,0.0,16.0,0.0,0,105235.0,0.8125,8.0,0,0.0,Other
23,0,Travel_Rarely,Male,3.0,Research Scientist,Divorced,No,2.0,4.0,0.0,0,34848.0,0.5,8.0,0,0.0,Other
41,0,Travel_Rarely,Male,2.0,Manufacturing Director,Single,Yes,0.0,5.0,1.0,1,90480.0,0.4,7.0,0,6.0,Other
47,0,Travel_Frequently,Male,3.0,Sales Representative,Single,No,0.0,0.0,0.0,0,56544.0,,11.0,0,0.0,Senior
42,0,Travel_Rarely,Female,3.0,Research Director,Single,No,0.0,1.0,0.0,0,223888.0,0.0,10.0,0,0.0,Other
29,0,Non-Travel,Male,3.0,Sales Executive,Married,No,1.0,4.0,0.0,0,65086.0,0.5,10.0,0,0.0,Other
42,0,Travel_Rarely,Male,3.0,Human Resources,Divorced,Yes,1.0,3.0,1.0,0,29656.0,0.0,8.0,0,2.0,Mid_Career_Family
32,0,Travel_Rarely,Female,3.0,Laboratory Technician,Married,No,1.0,8.0,0.0,0,30810.0,0.875,9.0,0,0.0,Mid_Career_Family
48,0,Travel_Rarely,Female,3.0,Manager,Married,No,1.0,0.0,0.0,0,262584.0,,13.0,0,0.0,Senior
37,0,Travel_Rarely,Male,4.0,Research Scientist,Divorced,Yes,2.0,7.0,6.0,1,77662.0,1.0,12.0,1,6.0,Mid_Career_Family
30,0,Non-Travel,Female,3.0,Sales Executive,Married,Yes,1.0,2.0,2.0,1,56832.0,1.0,7.0,0,25.0,Mid_Career_Family
26,0,Travel_Rarely,Male,3.0,Sales Executive,Married,No,1.0,8.0,7.0,0,90032.0,0.875,9.0,0,0.0,Other
42,0,Travel_Rarely,Male,2.0,Healthcare Representative,Single,No,0.0,1.0,0.0,0,155963.0,0.0,10.0,0,0.0,Other
21,1,Travel_Frequently,Female,2.0,Sales Representative,Single,Yes,0.0,3.0,1.0,0,23914.0,0.6666666666666666,11.0,1,1.0,Young_Single
36,0,Non-Travel,Female,3.0,Sales Executive,Single,No,0.0,1.0,0.0,1,99795.0,0.0,7.0,0,0.0,Other
36,0,Travel_Frequently,Male,2.0,Sales Executive,Married,No,1.0,13.0,1.0,0,106689.0,0.9230769230769231,11.0,0,0.0,Mid_Career_Family
57,0,Travel_Rarely,Male,3.0,Healthcare Representative,Married,No,0.0,3.0,1.0,0,74305.0,0.6666666666666666,7.0,0,0.0,Senior
40,0,Travel_Rarely,Female,4.0,Laboratory Technician,Married,Yes,1.0,7.0,1.0,0,28769.0,1.0,7.0,0,10.0,Mid_Career_Family
21,0,Non-Travel,Male,3.0,Sales Representative,Single,No,0.0,3.0,2.0,0,62640.0,0.6666666666666666,10.0,0,0.0,Young_Single
33,1,Travel_Rarely,Female,3.0,Sales Representative,Single,Yes,0.0,1.0,0.0,0,37063.0,0.0,8.0,0,5.0,Other
37,0,Travel_Rarely,Female,3.0,Laboratory Technician,Married,No,1.0,5.0,0.0,0,69040.0,0.6,11.0,0,0.0,Mid_Career_Family
46,0,Non-Travel,Female,3.0,Manufacturing Director,Married,No,0.0,1.0,0.0,0,73612.0,0.0,7.0,0,0.0,Senior
41,1,Travel_Frequently,Male,3.0,Sales Executive,Single,No,0.0,8.0,7.0,0,168390.0,0.875,11.0,0,0.0,Other
50,0,Travel_Rarely,Male,2.0,Healthcare Representative,Single,No,0.0,4.0,1.0,0,157440.0,0.75,5.0,0,0.0,Senior
40,1,Travel_Rarely,Male,2.0,Sales Executive,Married,Yes,2.0,6.0,1.0,0,76560.0,0.0,10.0,1,22.0,Mid_Career_Family
31,0,Travel_Rarely,Male,2.0,Research Scientist,Single,Yes,0.0,2.0,2.0,0,42512.0,1.0,8.0,0,9.0,Other
21,1,Travel_Rarely,Female,4.0,Sales Representative,Single,No,0.0,1.0,0.0,0,40740.0,0.0,8.0,0,0.0,Young_Single
29,0,Travel_Rarely,Male,3.0,Research Scientist,Single,No,0.0,3.0,1.0,1,35216.0,0.6666666666666666,5.0,0,0.0,Young_Single
35,0,Travel_Rarely,Male,2.0,Healthcare Representative,Single,No,0.0,1.0,0.0,1,124260.0,0.0,9.0,0,0.0,Other
27,0,Travel_Rarely,Male,3.0,Laboratory Technician,Divorced,No,1.0,5.0,0.0,0,41976.0,0.8,9.0,0,0.0,Other
28,0,Travel_Rarely,Male,3.0,Sales Executive,Single,No,0.0,7.0,0.0,0,84048.0,1.0,7.0,0,0.0,Young_Single
49,0,Travel_Rarely,Male,2.0,Healthcare Representative,Single,No,0.0,5.0,0.0,0,263160.0,0.0,9.0,0,0.0,Senior
51,0,Travel_Rarely,Female,3.0,Sales Executive,Married,No,1.0,7.0,0.0,0,54296.0,1.0,8.0,0,0.0,Senior
36,0,Travel_Rarely,Female,3.0,Research Scientist,Married,No,1.0,2.0,2.0,1,33059.0,1.0,8.0,0,0.0,Mid_Career_Family
34,1,Non-Travel,Male,4.0,Sales Executive,Single,Yes,0.0,5.0,0.0,1,68952.0,0.8,11.0,1,19.0,Other
55,0,Travel_Rarely,Female,3.0,Manager,Single,Yes,0.0,5.0,1.0,0,216567.0,0.4,7.0,0,2.0,Senior
